type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,0,0,1,1,26.0,26.0,26.1,26.1,18.5,18.5,17.6,17.75
CL,2,0,0,0,1,50.0,50.0,47.0,47.1,49.5,49.5,47.7,47.75
ACL,2,0,0,0,1,26.0,26.0,33.4,33.4,25.5,25.5,26.65,26.65
