type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,1,1,1,1,63.0,63.0,58.5,58.5,56.5,56.5,55.9,55.900000000000006
CL,2,1,1,1,1,72.0,72.0,73.8,73.8,57.5,57.0,56.65,58.85
ACL,2,1,1,1,1,64.0,64.0,66.3,66.3,50.0,50.0,50.45,50.45
