type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_frob_norm_min,best_frob_norm_last,avg_frob_norm_min,avg_frob_norm_last
NCL,2,1,0,10,499,7.915843269520529,8.131427844681753,7.909462988072655,8.065252406853508
CL,2,0,0,40,499,7.767941815738088,7.970480671975624,7.710067234094687,7.959152733687086
ACL,2,1,0,186,499,7.771375272053237,8.39134512301647,7.708507539382554,8.157097223466417
SPCL,2,1,1,56,499,7.709594640207269,8.309392759298897,7.642932618726791,8.047994830483603
SPACL,2,0,0,165,499,7.848184666128366,8.079958751048514,7.793805795544012,8.008859521265414
