type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_frob_norm_min,best_frob_norm_last,avg_frob_norm_min,avg_frob_norm_last
NCL,10,9,2,748,749,11.188268266735546,11.469009279364665,11.053036036407969,11.289420838447874
