type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_frob_norm_min,best_frob_norm_last,avg_frob_norm_min,avg_frob_norm_last
NCL,10,3,3,360,749,6.278912306458108,6.348302612263105,5.839590036645406,5.944776537212341
CL,10,3,3,339,749,6.153865698175371,6.830340567091745,5.811443665631261,5.983365098429038
ACL,10,7,7,307,749,6.874346709386774,7.045036892417633,6.018225402829795,6.220304200124711
SPCL,10,3,3,600,749,6.125813563841692,6.829888166908832,5.88389189200493,6.053713269869733
SPACL,10,8,8,258,749,6.182584626002206,6.560258913468157,5.914606551538521,5.98577448857028
