1.523396475740632638e-01,4.243509346394621629e-01,2.542673337605204642e-01,1.690420840259541091e-01
1.509403457671034121e-01,4.237272481901639964e-01,2.577254324161215027e-01,1.676069736266110888e-01
1.495457640824217616e-01,4.223726636435689019e-01,2.621817946492400186e-01,1.658997776247692624e-01
1.481344841018665259e-01,4.202604167972974203e-01,2.676951837910732657e-01,1.639099153097628159e-01
1.466851512278426473e-01,4.173564593027428993e-01,2.743319217408134447e-01,1.616264677286009255e-01
1.451767148481332426e-01,4.136208480664022025e-01,2.821633753358736563e-01,1.590390617495908987e-01
1.435888126275353671e-01,4.090099993198457740e-01,2.912620894846320030e-01,1.561390985679868559e-01
1.419023478111251790e-01,4.034799647317186544e-01,3.016963357302450133e-01,1.529213517269111533e-01
1.401002948954589433e-01,3.969908449465739952e-01,3.135229384972393341e-01,1.493859216607277274e-01
1.381687415546159481e-01,3.895123425744440038e-01,3.267784476477704203e-01,1.455404682231696556e-01
1.360981294500923644e-01,3.810302539917588271e-01,3.414690677072517166e-01,1.414025488508970363e-01
1.338845937872530922e-01,3.715534091821594553e-01,3.575602191506935257e-01,1.370017778798939823e-01
1.315312294622745792e-01,3.611202310541885563e-01,3.749671215134605662e-01,1.323814179700762983e-01
1.290490493036380304e-01,3.498037909327705863e-01,3.935481998187617680e-01,1.275989599448296152e-01
1.264573751441173677e-01,3.377141188734631427e-01,4.131032142350526959e-01,1.227252917473667937e-01
1.237834430713970618e-01,3.249967197710436628e-01,4.333776027498102423e-01,1.178422344077490747e-01
1.210611223923919455e-01,3.118268086445810106e-01,4.540735457202331737e-01,1.130385232427938702e-01
1.183288255381483439e-01,2.983996265337381382e-01,4.748668815165408286e-01,1.084046664115726338e-01
1.156268729098783171e-01,2.849180928242843192e-01,4.954276290018893580e-01,1.040274052639480057e-01
1.129947074418100605e-01,2.715796799829152119e-01,5.154409933538618427e-01,9.998461922141289870e-02
1.104683797443581500e-01,2.585645287109064605e-01,5.346256806366154191e-01,9.634141090811991492e-02
1.080786392305237570e-01,2.460264201520975247e-01,5.527471260135359277e-01,9.314781460384280454e-02
1.058498070055164664e-01,2.340874631770636927e-01,5.696245270758928392e-01,9.043820274152705729e-02
1.037994325412137930e-01,2.228365244814932700e-01,5.851318988334492932e-01,8.823214414384364379e-02
1.019386010777719592e-01,2.123307800520525257e-01,5.991943437339162237e-01,8.653627513625929135e-02
1.002726883420748671e-01,2.025994245209568612e-01,6.117811895132070354e-01,8.534669762376134727e-02
9.880235113582240547e-02,1.936485303968691896e-01,6.228976356043088858e-01,8.465148286299957470e-02
9.752457674082432026e-02,1.854662084972754643e-01,6.325762332624053075e-01,8.443298149949496345e-02
9.643366712982134881e-02,1.780274710793716408e-01,6.408690911430858783e-01,8.466977064772111816e-02
9.552208707469143911e-02,1.712984513425587219e-01,6.478412846167825867e-01,8.533817696596725233e-02
9.478114806102026779e-02,1.652398373127084152e-01,6.535656254197484971e-01,8.641338920652300026e-02
9.420152919287537452e-02,1.598095185801103879e-01,6.581187363425814452e-01,8.787021588443273690e-02
9.377365313584670736e-02,1.549645259556383381e-01,6.615782599938294650e-01,8.968356091468540625e-02
9.348794260554940672e-02,1.506623809305273065e-01,6.640209855047830567e-01,9.182869095914023005e-02
9.333498419891661513e-02,1.468619791922471940e-01,6.655216764921589867e-01,9.428136011667725969e-02
9.330562415801194054e-02,1.435241230703709070e-01,6.661524071103221978e-01,9.701784566129498244e-02
9.339101683976613888e-02,1.406118006739116300e-01,6.659822465197936525e-01,1.000149359665287174e-01
9.358264242145983292e-02,1.380902902799548138e-01,6.650771670610089448e-01,1.032499002375763808e-01
9.387230635294419034e-02,1.359271503543785509e-01,6.635000833724543634e-01,1.067004599202229231e-01
9.425212957543924186e-02,1.340921398601033765e-01,6.613109567376129760e-01,1.103447738268443501e-01
9.471453565852094858e-02,1.325571006650907435e-01,6.585669206805635501e-01,1.141614429958248689e-01
9.525223874673061086e-02,1.312958237965509700e-01,6.553224006040510030e-01,1.181295368526675271e-01
