2.127350183462351219e-01,3.557372178259409212e-01,2.074792782320074858e-01,2.240484855958164434e-01
2.117096018166986227e-01,3.581129648653110786e-01,2.065477678537057660e-01,2.236296654642845327e-01
2.106095656859715837e-01,3.606735155570039986e-01,2.055455878739466946e-01,2.231713308830776954e-01
2.094277637089310695e-01,3.634372084083480337e-01,2.044657542750368262e-01,2.226692736076839596e-01
2.081562503362595351e-01,3.664244931564746288e-01,2.033004721638574097e-01,2.221187843434085096e-01
2.067861903634756193e-01,3.696581788469465724e-01,2.020410380288835683e-01,2.215145927606942400e-01
2.053077621418487042e-01,3.731637021262138032e-01,2.006777331682831622e-01,2.208508025636543026e-01
2.037100560600202670e-01,3.769694121083246863e-01,1.991997093221125892e-01,2.201208225095424298e-01
2.019809713296678022e-01,3.811068648761210542e-01,1.975948686967706203e-01,2.193172950974405233e-01
2.001071160311662100e-01,3.856111158202963352e-01,1.958497422932475862e-01,2.184320258552899241e-01
1.980737181099593291e-01,3.905209910271675300e-01,1.939493729604064298e-01,2.174559179024666555e-01
1.958645588253113967e-01,3.958793090716952734e-01,1.918772131671726000e-01,2.163789189358206744e-01
1.934619453444788584e-01,4.017330109993501597e-01,1.896150524549105598e-01,2.151899912012604221e-01
1.908467460566798946e-01,4.081331380792554975e-01,1.871429962552911275e-01,2.138771196087734805e-01
1.879985209869733664e-01,4.151345733134651494e-01,1.844395265644538096e-01,2.124273791351077023e-01
1.848957904201180003e-01,4.227954334645058765e-01,1.814816859975852958e-01,2.108270901177907719e-01
1.815164969820839413e-01,4.311759645486095138e-01,1.782454397148069969e-01,2.090620987544995479e-01
1.778387284859788697e-01,4.403367588171149816e-01,1.747062834364154771e-01,2.071182292604906161e-01
1.738417777240154893e-01,4.503360828866987409e-01,1.708401775468598172e-01,2.049819618424259526e-01
1.695076155645304783e-01,4.612260989326930072e-01,1.666248920414007961e-01,2.026413934613757184e-01
1.648228366076988638e-01,4.730477961622895910e-01,1.620418365297808805e-01,2.000875307002306092e-01
1.597810907016277981e-01,4.858245591591564549e-01,1.570784120202989020e-01,1.973159381189167894e-01
