3.330477900147499892e-01,2.657875661512639209e-01,2.069361243161209063e-01,1.942285195178651835e-01
3.325520718695353373e-01,2.667162895837800751e-01,2.066560959263143427e-01,1.940755426203702450e-01
3.320203257385283546e-01,2.677050136689456128e-01,2.063595869269136962e-01,1.939150736656123364e-01
3.314488623815073920e-01,2.687590159830113290e-01,2.060453335662962848e-01,1.937467880691849942e-01
3.308335298895369592e-01,2.698841122712652973e-01,2.057119725499488294e-01,1.935703852892488586e-01
3.301696504102166752e-01,2.710867076871105730e-01,2.053580379834514247e-01,1.933856039192213550e-01
3.294519490977587117e-01,2.723738488178009676e-01,2.049819605451736471e-01,1.931922415392666736e-01
3.286744751121417063e-01,2.737532742742739278e-01,2.045820700042276230e-01,1.929901806093567429e-01
3.278305149819164543e-01,2.752334604423390396e-01,2.041566025986039645e-01,1.927794219771405415e-01
3.269124994463709633e-01,2.768236573500783004e-01,2.037037153057901784e-01,1.925601278977605024e-01
3.259119061460274969e-01,2.785339073582103753e-01,2.032215096958983613e-01,1.923326767998637665e-01
3.248191624264524791e-01,2.803750363609211482e-01,2.027080688724322011e-01,1.920977323401941161e-01
3.236235553063964154e-01,2.823586032232080489e-01,2.021615119800225235e-01,1.918563294903730121e-01
3.223131596398153276e-01,2.844967881389872666e-01,2.015800718605312569e-01,1.916099803606660934e-01
3.208748010083316560e-01,2.868021944434129278e-01,2.009622025757643315e-01,1.913608019724911680e-01
3.192940772227287338e-01,2.892875313711759100e-01,2.003067244869705110e-01,1.911116669191248452e-01
3.175554716298273350e-01,2.919651380107859961e-01,1.996130150193076158e-01,1.908663753400789975e-01
3.156426024335612923e-01,2.948463027643552503e-01,1.988812525268269238e-01,1.906298422752565336e-01
3.135386638176915763e-01,2.979403307402286871e-01,1.981127178707018377e-01,1.904082875713779544e-01
3.112271242032826901e-01,3.012533181622936151e-01,1.973101521431049055e-01,1.902094054913187615e-01
3.086927496625292977e-01,3.047866145183371622e-01,1.964781578982973120e-01,1.900424779208362280e-01
3.059230086892147371e-01,3.085349976846140652e-01,1.956236139774561456e-01,1.899183796487149967e-01
3.029098779309180589e-01,3.124846618885828153e-01,1.947560503360751261e-01,1.898494098444239719e-01
2.996519964258103075e-01,3.166112250073853662e-01,1.938879016202461614e-01,1.898488769465582204e-01
2.961570027266911542e-01,3.208780893911308829e-01,1.930345334325642148e-01,1.899303744496137480e-01
2.924437437002425089e-01,3.252356069216640888e-01,1.922139256179928868e-01,1.901067237601005155e-01
2.885438990748279697e-01,3.296215475388866722e-01,1.914459186862763063e-01,1.903886347000090518e-01
2.845024837166107989e-01,3.339632809633799049e-01,1.907509962723844266e-01,1.907832390476248141e-01
2.803767460971837711e-01,3.381818041372943728e-01,1.901486880939056989e-01,1.912927616716161017e-01
2.762332280989199251e-01,3.421973012218223476e-01,1.896558093814848522e-01,1.919136612977728751e-01
2.721431653224137825e-01,3.459354298102388370e-01,1.892848549060681396e-01,1.926365499612792132e-01
2.681768658598260857e-01,3.493331842700213574e-01,1.890428838475239903e-01,1.934470660226286221e-01
2.643980243743931369e-01,3.523431741088827174e-01,1.889311387311677359e-01,1.943276627855563543e-01
2.608589571269797069e-01,3.549355166516054982e-01,1.889454622393130501e-01,1.952600639821017170e-01
2.575974606386147170e-01,3.570971428777259815e-01,1.890773793336459896e-01,1.962280171500132842e-01
2.546355251684260246e-01,3.588289071425392329e-01,1.893155748706840669e-01,1.972199928183506756e-01
2.519796657253237648e-01,3.601412595651644621e-01,1.896474599587976706e-01,1.982316147507141024e-01
2.496223195507680237e-01,3.610493009516710372e-01,1.900605748500390213e-01,1.992678046475219733e-01
2.475436483995325787e-01,3.615678487913363548e-01,1.905436798270342402e-01,2.003448229820967152e-01
2.457131305821310674e-01,3.617068205317074403e-01,1.910874919973154784e-01,2.014925568888460694e-01
2.440904419167508610e-01,3.614668945264443156e-01,1.916851058795066565e-01,2.027575576772981669e-01
2.426252209041936947e-01,3.608350885924695994e-01,1.923321817215071228e-01,2.042075087818295831e-01
2.412553323525219451e-01,3.597795862700019498e-01,1.930270057155061281e-01,2.059380756619700326e-01
2.399031530767730125e-01,3.582427798931966390e-01,1.937705356504207943e-01,2.080835313796095543e-01
2.384691982176622704e-01,3.561310057689614506e-01,1.945665602895831348e-01,2.108332357237931443e-01
2.368221496941186055e-01,3.532987838282323212e-01,1.954221358715907964e-01,2.144569306060582770e-01
2.347843503815789934e-01,3.495247883783758613e-01,1.963485276632500331e-01,2.193423335767950844e-01
2.321132581536168304e-01,3.444776512090046983e-01,1.973629556581702471e-01,2.260461349792082797e-01
2.284859687650080962e-01,3.376772505437631855e-01,1.984913573586544189e-01,2.353454233325742440e-01
2.235154354903712282e-01,3.284868078704398231e-01,1.997714824656706967e-01,2.482262741735183631e-01
2.168768663165301924e-01,3.162512153059823250e-01,2.012521662988832061e-01,2.656197520786042210e-01
2.086636602021139653e-01,3.007987049997987161e-01,2.029772935591235838e-01,2.875603412389637348e-01
1.998762788179196948e-01,2.832843770678328266e-01,2.049440287142576533e-01,3.118953153999898253e-01
1.923058283436873683e-01,2.663237814760603395e-01,2.070679358843927065e-01,3.343024542958596967e-01
1.873577396755512769e-01,2.523750351151416993e-01,2.092244973230937832e-01,3.510427278862133793e-01
1.852084163375493087e-01,2.421585732750367592e-01,2.113319987744617379e-01,3.613010116129522498e-01
1.852618474865379006e-01,2.349921499129161151e-01,2.133716379911059224e-01,3.663743646094400064e-01
1.868957412860590694e-01,2.298426332052435073e-01,2.153540583463831037e-01,3.679075671623143751e-01
1.897965808860028747e-01,2.258580608729646721e-01,2.172844374978351034e-01,3.670609207431974053e-01
1.940576844312553173e-01,2.224483524232906684e-01,2.191271880206541178e-01,3.643667751247999798e-01
2.003116870740539457e-01,2.192561892454829020e-01,2.207319058053803240e-01,3.597002178750828283e-01
2.099842346773185264e-01,2.162362292658873697e-01,2.216524178419566060e-01,3.521271182148374423e-01
2.251550705250095485e-01,2.139810215494368228e-01,2.208784679775840920e-01,3.399854399479695366e-01
2.460095396373446763e-01,2.137849656019875089e-01,2.172659325633838345e-01,3.229395621972839803e-01
2.672573046494645110e-01,2.158883548905158323e-01,2.115875408660715662e-01,3.052667995939480905e-01
2.833395320790241256e-01,2.185095476366688827e-01,2.062917345175423189e-01,2.918591857667646727e-01
2.940236275696388457e-01,2.203075568303383414e-01,2.025203919216174431e-01,2.831484236784054254e-01
3.012170728601770708e-01,2.211380173277546213e-01,2.000875972649380774e-01,2.775573125471302305e-01
3.063960266836299184e-01,2.212569416924523857e-01,1.985596057271010462e-01,2.737874258968166497e-01
3.103904072203277353e-01,2.209144784184336463e-01,1.976112359680699537e-01,2.710838783931686091e-01
3.136441683316364415e-01,2.202850869543104828e-01,1.970373896843878869e-01,2.690333550296651888e-01
3.164014247197146634e-01,2.194816275513473691e-01,1.967118688732555354e-01,2.674050788556824321e-01
3.188033801105895071e-01,2.185763641300744187e-01,1.965556489721146383e-01,2.660646067872214360e-01
3.209364267071055377e-01,2.176159668167436945e-01,1.965177559904135174e-01,2.649298504857372505e-01
3.228564384340824045e-01,2.166309468663760451e-01,1.965642568762267228e-01,2.639483578233148275e-01
3.246014989289165986e-01,2.156414476041145223e-01,1.966718807686191339e-01,2.630851726983498007e-01
