type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_frob_norm_min,best_frob_norm_last,avg_frob_norm_min,avg_frob_norm_last
NCL,2,0,0,0,6,3.179233348394312,3.20134027559252,3.0113618760495373,3.0224153396486413
CL,2,0,0,6,6,2.585590949138482,2.585590949138482,2.488740755711799,2.488740755711799
ACL,2,1,1,6,6,2.753951843175188,2.753951843175188,2.4160904407996773,2.4160904407996773
SPCL,2,0,0,0,6,2.933373672262212,2.944214018331818,2.7588651614994086,2.781253021587444
SPACL,2,0,1,0,6,2.74469746274395,2.811595698173869,2.730641121612808,2.795206354636443
