type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,0,0,3,9,70.0,70.0,63.0,67.0,60.0,60.0,59.0,61.0
CL,2,0,0,4,9,60.0,50.0,53.0,56.0,55.0,50.0,44.0,49.0
ACL,2,0,0,0,9,40.0,40.0,40.0,42.0,40.0,40.0,38.5,45.0
SPCL,2,0,0,0,9,40.0,30.0,41.0,36.0,35.0,30.0,33.5,30.5
SPACL,2,0,0,9,9,50.0,50.0,55.0,55.0,45.0,45.0,46.5,51.5
