type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,3,0,0,9,9,47.0,47.0,41.3,41.3,32.333333333333336,32.333333333333336,33.6,33.6
CL,3,0,0,9,9,83.0,83.0,74.2,74.2,52.333333333333336,51.0,48.13333333333333,48.7
ACL,3,2,2,7,9,72.0,71.0,71.10000000000001,73.4,56.66666666666666,48.333333333333336,56.20000000000001,49.9
SPCL,3,2,2,6,9,85.0,82.0,74.2,73.8,64.33333333333333,63.333333333333336,56.70000000000001,56.56666666666666
SPACL,3,1,1,9,9,66.0,66.0,56.5,56.5,48.0,48.0,46.1,46.1
