type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,1,1,1,1,53.0,53.0,43.2,43.2,37.0,37.0,31.6,31.800000000000004
CL,2,0,0,1,1,29.0,29.0,29.2,29.2,18.0,18.0,18.4,18.4
ACL,2,1,1,0,1,38.0,38.0,32.7,32.5,25.5,25.5,26.0,25.9
