type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,1,1,0,1,29.0,29.0,29.2,29.2,14.5,14.5,14.6,14.6
CL,2,1,1,0,1,34.0,34.0,32.8,33.9,24.0,24.0,24.0,24.55
ACL,2,1,1,0,1,18.0,18.0,18.1,18.1,11.5,11.5,12.5,12.55
