type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,0,0,1,1,49.0,49.0,45.1,45.1,42.0,42.0,38.85,38.85
CL,2,1,1,1,1,54.0,54.0,44.9,44.9,43.5,43.5,37.9,37.9
ACL,2,0,0,1,1,70.0,70.0,71.10000000000001,71.10000000000001,69.0,69.0,68.75,68.75
