type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,1,0,0,0,1,57.0,50.0,57.9,49.3,57.0,50.0,57.9,49.3
CL,1,0,0,1,1,65.0,65.0,59.8,59.8,65.0,65.0,59.8,59.8
ACL,1,0,0,1,1,59.0,59.0,58.300000000000004,58.300000000000004,59.0,59.0,58.3,58.300000000000004
