type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,1,1,1,1,55.0,55.0,53.1,53.1,46.5,46.5,47.0,47.0
CL,2,0,0,1,1,39.0,39.0,38.6,38.6,37.5,37.5,36.85,36.85
ACL,2,1,1,1,1,48.0,48.0,44.9,44.9,45.0,45.0,44.3,44.3
