type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,0,0,4,4,52.08333333333333,52.08333333333333,48.8,48.8,48.95833333333333,48.95833333333333,47.9,47.900000000000006
CL,2,1,1,4,4,50.0,50.0,52.3,52.3,33.33333333333333,33.33333333333333,32.7,32.7
ACL,2,0,0,4,4,20.83333333333333,20.83333333333333,23.4,23.4,15.624999999999996,15.625,14.9,16.75
SPCL,2,1,1,4,4,27.08333333333333,27.08333333333333,31.0,31.0,26.041666666666664,26.041666666666664,27.15,27.15
SPACL,2,1,1,3,4,75.0,75.0,76.2,75.2,64.58333333333333,64.58333333333333,61.650000000000006,61.150000000000006
