type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,10,2,0,12,1999,11.378342840076082,12.090331306755058,10.961387364254561,11.495444516596553
