num_iters,num_runs,cl_types,nqubits,layers,qcnn_mode,device,dataset_type,batch_size,train_size,val_size,cl_batch_ratios,cl_iter_ratios,optimizer,loss_type,dist_type,initialization,max_weight_init,stepsize,key
2000,10,['NCL'],6,15,False,default.qubit,haar,15,15,50,"[0.3, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2]",Adam,fidelity,inf,gaussian,6.283185307179586,0.01,2024-02-07 14-18-14
