type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,10,8,9,15,1999,11.250017262653015,11.539649645097946,11.019472969129088,11.233298609822851
CL,10,5,1,1099,1999,11.149852659034874,11.576200122075932,10.877442403993133,11.26468049550632
ACL,10,6,6,76,1999,11.235976248343954,11.666241471176,11.060545029026729,11.295697993890489
SPCL,10,5,1,1015,1999,11.141398554450944,11.818174655258993,10.998772346960322,11.3366457147774
SPACL,10,4,7,479,1999,11.301151448130048,11.470476590254815,11.14840105470731,11.30796898979285
