num_iters,num_runs,cl_types,nqubits,layers,optimizer,loss_type,dist_type,initialization,batch_size,train_size,cl_batch_ratios,cl_iter_ratios,max_weight_init,stepsize,key
2000,10,['NCL'],6,15,Adam,fidelity,inf,gaussian,15,15,"[0.3, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2]",6.283185307179586,0.01,2024-02-05 15-29-48
