type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,10,8,2,177,1999,11.20194444255992,11.682281237860838,11.072349433579015,11.306768771082256
CL,10,4,0,532,1999,11.136764354972048,11.741501005745342,10.942182396595294,11.309470878874537
ACL,10,4,9,0,1999,11.220875747338699,11.489855729064272,11.140181350676949,11.304414358278887
