type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,1,1,4,4,66.0,66.0,61.9,61.9,64.0,64.0,57.8,58.85
CL,2,0,0,1,4,32.0,30.0,35.1,35.0,30.0,29.0,30.25,30.200000000000003
ACL,2,0,0,4,4,52.0,52.0,45.8,45.8,40.0,40.0,38.8,39.05
SPCL,2,0,0,4,4,46.0,46.0,47.7,47.7,43.0,43.0,43.8,45.5
SPACL,2,1,1,4,4,30.0,30.0,30.1,30.1,26.0,26.0,22.5,22.5
