type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,1,1,4,4,56.0,56.0,38.8,38.8,46.0,46.0,33.55,33.550000000000004
CL,2,0,0,4,4,36.0,36.0,47.8,47.8,26.0,26.0,32.25,32.25
ACL,2,0,0,4,4,48.0,48.0,53.4,53.4,34.0,34.0,36.15,35.35
SPCL,2,0,0,4,4,92.0,92.0,78.9,78.9,71.0,71.0,52.1,55.0
SPACL,2,0,0,4,4,58.0,58.0,49.4,49.4,43.0,42.0,37.25,36.8
