type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,1,1,4,4,63.7,63.7,62.6,62.6,60.8,60.8,59.75,59.75
CL,2,0,0,4,4,54.6,54.6,54.2,54.2,44.85,44.85,43.8,43.8
ACL,2,1,1,4,4,19.0,19.0,18.5,18.5,13.1,11.05,13.65,11.8
SPCL,2,1,1,4,4,61.6,61.6,60.0,60.0,59.6,59.6,58.35,58.35
SPACL,2,1,1,0,4,11.1,10.4,11.4,9.9,11.05,9.95,11.9,9.600000000000001
