num_iters,num_runs,cl_types,with_val,nqubits,with_bias,optimizer,loss_type,batch_size,train_size,val_size,cl_ratios,uniform_train,uniform_val,epsilon_train,epsilon_val,num_cpus_gs_train,num_cpus_gs_val,max_weight_init,stepsize,key
500,10,"['NCL', 'CL', 'ACL', 'SPCL', 'SPACL']",True,8,False,Adam,mean_squares,48,48,1000,"[0.1, 0.2, 0.3, 0.4]",True,True,True,False,0,0,6.283185307179586,0.01,2024-01-19 20-14-07
