type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,8,8,243,499,97.91666666666666,97.91666666666666,90.4,93.9,92.29166666666666,91.45833333333331,83.16,83.92
CL,10,2,4,407,499,93.75,91.66666666666666,82.0,84.10000000000001,91.875,91.45833333333331,82.14,82.89
ACL,10,0,0,306,499,97.91666666666666,97.91666666666666,90.1,91.0,96.45833333333331,94.375,89.8,87.51
SPCL,10,8,8,384,499,97.91666666666666,97.91666666666666,89.9,90.2,91.875,90.83333333333331,82.52,82.97
SPACL,10,1,8,23,499,100.0,91.66666666666666,92.10000000000001,81.8,98.33333333333333,91.87499999999999,90.95,83.88
