type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,2,1,1,184,999,2.854309526046533,2.868596325843663,2.6301812743653903,2.664713041509665
