type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,2,0,0,0,999,2.7429559288718743,3.0581611213875757,2.057707326470379,2.2175240693056475
