type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,10,9,9,0,999,3.1234552817115877,3.4529460050845735,2.5100745842100163,2.6176099281975436
