type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,1,0,0,0,1,31.0,26.0,31.5,25.6,31.0,26.0,31.5,25.6
CL,1,0,0,1,1,38.0,38.0,37.9,37.9,38.0,38.0,37.9,37.9
ACL,1,0,0,1,1,42.0,42.0,42.5,42.5,42.0,42.0,42.5,42.5
