type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,2,0,1,7,99,5.58268988629461,6.274507711589121,5.483538381852844,5.976921967618789
CL,2,1,1,32,99,5.633144696110729,6.011902774971284,5.623997685072084,5.95143592856561
ACL,2,1,1,50,99,5.755924399040034,6.114346382149154,5.475185917165343,5.757087872703316
SPCL,2,0,1,26,99,5.278172117436743,5.827948353951025,5.253058406438497,5.687456289083072
SPACL,2,0,1,3,99,5.543517765417751,5.904296954887904,5.529190534032862,5.862940819883457
