num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
2,1,1,9,9,57.0,57.0,60.300000000000004,60.300000000000004,48.5,48.5,52.099999999999994,52.1
