type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,5,1,1,79,79,4.295596971116078,4.295596971116078,3.943415897158677,4.014642723337991
