type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,6,9,433,599,92.0,88.0,79.7,90.0,85.6,76.8,80.88000000000001,78.00999999999999
RAND,10,6,0,210,599,92.0,84.0,83.2,83.5,84.8,79.2,79.99000000000001,79.19
CL,10,3,6,577,599,86.0,82.0,82.10000000000001,74.10000000000001,77.6,75.2,74.00000000000003,74.43
ACL,10,5,5,586,599,100.0,96.0,92.7,91.9,93.0,86.2,86.86,83.94000000000001
SPCL,10,6,1,575,599,86.0,82.0,78.7,83.3,79.0,75.8,76.02000000000001,76.84
SPACL,10,0,7,58,599,100.0,94.0,95.0,90.3,99.6,81.0,92.25,80.06
FSPACL,10,1,1,62,599,100.0,100.0,90.60000000000001,90.9,99.8,99.4,93.42999999999999,93.81
