type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,3,3,388,599,98.0,92.0,86.3,83.4,87.4,79.2,81.33000000000001,75.95000000000002
CL,10,9,9,555,599,96.0,94.0,83.60000000000001,81.4,85.6,78.4,80.56,74.24999999999999
ACL,10,1,9,237,599,100.0,94.0,95.8,82.60000000000001,95.0,85.6,90.26,82.08000000000001
RAND,10,1,9,129,599,100.0,88.0,94.3,78.4,87.4,78.2,83.35,75.59
SPCL,10,2,8,239,599,98.0,90.0,95.0,80.4,85.0,75.2,80.66999999999999,73.72
SPACL,10,1,9,176,599,100.0,94.0,94.2,81.2,96.8,77.6,91.16,74.65
FSPACL,10,1,3,399,599,100.0,100.0,93.9,90.5,98.0,96.8,93.85,93.13000000000001
