type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,5,5,230,599,86.0,76.0,82.60000000000001,71.0,79.4,67.6,77.47,64.96000000000001
PCL,10,6,6,520,599,86.0,80.0,78.9,71.8,66.4,62.4,63.07000000000001,61.7
PACL,10,9,9,538,599,92.0,92.0,88.5,87.5,79.8,72.6,76.46,71.24
