type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,2,4,26,599,100.0,92.0,96.2,85.8,88.8,81.0,85.30000000000001,78.6
CL,10,2,2,593,599,92.0,92.0,86.5,87.4,80.0,75.0,73.88,72.57
ACL,10,2,4,368,599,100.0,86.0,93.7,79.5,94.4,78.4,89.26,77.86
