type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,1,3,93,599,84.0,80.0,86.4,78.60000000000001,77.2,64.4,73.81,63.220000000000006
PCL,10,2,3,124,599,76.0,68.0,66.2,65.6,67.4,59.6,63.99000000000001,58.25999999999999
PACL,10,8,8,569,599,96.0,80.0,92.10000000000001,82.2,75.8,69.4,72.01,67.53
