type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,0,5,181,599,96.0,90.0,90.3,84.8,88.0,81.8,82.78,80.86
CL,10,2,8,576,599,96.0,92.0,82.9,87.2,84.8,80.8,78.4,78.77000000000001
ACL,10,5,2,296,599,100.0,94.0,89.5,88.7,93.4,84.0,85.63,82.0
RAND,10,1,1,188,599,96.0,96.0,87.8,84.4,87.2,81.6,80.53999999999999,78.97999999999999
SPCL,10,1,4,506,599,88.0,86.0,80.2,86.9,81.0,77.6,75.63,76.87
SPACL,10,1,5,56,599,100.0,88.0,90.5,83.4,99.2,82.6,90.09,81.61999999999999
FSPACL,10,0,2,589,599,100.0,100.0,94.2,91.7,100.0,98.4,89.85999999999999,91.64
