type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,3,3,184,599,88.0,86.0,75.5,74.8,76.2,72.4,71.47,70.35
CL,10,2,7,418,599,78.0,76.0,70.3,75.4,73.8,71.4,70.58000000000001,69.81
ACL,10,6,6,395,599,100.0,96.0,84.4,83.3,86.8,77.8,78.4,75.15
SPCL,10,3,3,562,599,80.0,78.0,72.5,71.4,73.0,69.6,70.08000000000001,68.69
SPACL,10,4,6,153,599,100.0,92.0,89.9,80.9,92.2,76.0,80.97,73.72
PCL,10,0,3,453,599,94.0,88.0,87.4,79.10000000000001,86.8,78.2,77.10000000000001,74.28999999999999
PACL,10,8,8,501,599,78.0,74.0,70.4,69.3,72.6,71.0,69.27000000000001,69.81000000000002
