type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,1,8,434,599,92.0,90.0,79.9,82.2,86.2,79.4,81.99000000000001,77.74000000000001
CL,10,3,3,584,599,82.0,80.0,76.2,76.4,74.6,72.8,71.52000000000001,71.91999999999999
ACL,10,0,8,541,599,100.0,94.0,92.7,92.5,98.0,80.2,95.47,79.27000000000001
RAND,10,1,8,488,599,96.0,88.0,91.0,85.3,83.8,76.2,81.0,75.25
SPCL,10,7,7,538,599,100.0,92.0,98.4,95.7,88.6,73.4,86.16999999999999,71.99000000000001
SPACL,10,0,3,17,599,100.0,92.0,94.4,82.4,98.0,80.8,94.16,78.56
FSPACL,10,0,2,504,599,100.0,98.0,90.9,96.0,98.2,96.4,93.36999999999999,93.36999999999998
