type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,7,3,325,599,98.0,76.0,93.8,65.4,79.8,68.4,75.66,65.84
PCL,10,0,0,597,599,80.0,80.0,75.10000000000001,75.9,72.0,64.0,66.04,62.67
PACL,10,5,5,591,599,92.0,88.0,85.0,83.2,79.4,72.6,75.9,70.37
