num_iters,num_runs,cl_types,with_val,nqubits,with_bias,optimizer,loss_type,initialization,hamiltonian,batch_size,train_size,val_size,cl_pace_ratios,cl_iter_ratios,generator_type,uniform_train,uniform_val,epsilon_train,epsilon_val,max_weight_init,stepsize,key
600,1,"['NCL', 'CL', 'ACL', 'RAND', 'SPCL', 'SPACL', 'FSPACL']",True,8,False,Adam,mean_squares,gaussian,gch,10,50,1000,"[0.25, 0.25, 0.25, 0.25]","[0.5, 0.25, 0.125, 0.125]",a0,False,False,False,False,6.283185307179586,0.01,2024-05-24 10-08-51
