type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,4,9,439,599,82.0,80.0,64.1,75.7,73.0,71.2,69.51,71.09
RAND,10,9,3,138,599,82.0,76.0,76.4,67.8,74.0,71.4,73.02,72.78
PCL,10,5,9,565,599,90.0,90.0,83.10000000000001,82.0,79.6,76.6,73.84,73.67
PACL,10,2,7,577,599,74.0,72.0,69.10000000000001,71.0,70.4,67.6,70.60999999999999,70.33
