type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,0,0,411,599,92.0,88.0,89.2,84.2,87.8,81.0,82.43,78.22999999999999
CL,10,3,3,579,599,96.0,90.0,92.6,85.9,76.2,73.0,70.82,69.54999999999998
ACL,10,0,5,525,599,100.0,92.0,94.4,93.8,92.8,80.4,88.35000000000001,76.26000000000002
