type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
ACL,1,0,0,537,599,92.0,74.0,91.2,80.0,92.0,74.0,91.2,80.0
RAND,1,0,0,488,599,86.0,82.0,90.6,87.60000000000001,86.0,82.0,90.6,87.60000000000001
SPCL,1,0,0,593,599,76.0,66.0,74.0,63.8,76.0,66.0,74.0,63.8
SPACL,1,0,0,323,599,98.0,70.0,92.5,78.4,98.0,70.0,92.5,78.4
FSPACL,1,0,0,55,599,96.0,94.0,81.0,92.3,96.0,94.0,81.0,92.3
NCL,2,1,1,477,599,94.0,90.0,82.5,80.8,87.0,80.0,80.85,79.95
CL,2,1,1,590,599,82.0,80.0,77.5,78.10000000000001,77.0,73.0,79.0,79.15
