type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,3,5,438,599,86.0,82.0,91.9,73.7,80.0,72.4,78.72,72.47999999999999
CL,10,5,5,594,599,86.0,84.0,81.4,72.60000000000001,74.6,71.8,71.67,70.42
ACL,10,5,7,481,599,100.0,92.0,95.4,92.10000000000001,94.2,78.2,92.36999999999999,79.48
