type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,2,1,0,0,199,5.64231254488998,5.755312645902444,5.633482421506609,5.740580021544764
CL,2,1,1,25,199,5.660394610343837,6.102156769513813,5.224821927317915,5.4760309118761175
ACL,2,1,1,124,199,5.378288522751319,5.715425034083364,5.3681087937644385,5.536677049430462
