type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,2,1,0,13,19,5.600441694515171,5.611183656423663,5.595163828390391,5.610904368635703
