type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,2,1,1,64,99,5.533197125317819,5.803067796557336,5.5182329977139055,5.7432158268768365
CL,2,0,0,0,99,5.75329986257827,5.903623033007223,5.506604196919593,5.821336265634312
ACL,2,1,1,82,99,5.4640730752965085,5.4908822757589135,5.444727912263351,5.469428496366813
SPCL,2,1,1,0,99,5.678061031683343,5.947648589373725,5.587725641264173,5.722519420109364
SPACL,2,1,0,92,99,5.7024265313684435,5.714093199315588,5.654523133339303,5.713577404056332
