num_iters,num_runs,cl_types,nqubits,batch_size,train_size,cl_batch_ratios,cl_iter_ratios,optimizer,loss_type,initialization,max_weight_init,stepsize,key
200,2,"['NCL', 'CL', 'ACL', 'SPCL', 'SPACL']",9,2,2,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.25, 0.25, 0.5]",Adam,fidelity,gaussian,6.283185307179586,0.01,2024-02-12 20-30-12
