num_iters,num_runs,cl_types,nqubits,error_prob,batch_size,train_size,cl_batch_ratios,cl_iter_ratios,optimizer,loss_type,initialization,max_weight_init,stepsize,key
500,1,['NCL'],9,0.0021544346900318843,6,6,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.25, 0.25, 0.5]",Adam,fidelity,gaussian,6.283185307179586,0.01,2024-02-18 08-03-08
