type_cv,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,2,1,0,75,99,79.0,71.0,72.4,68.2,75.5,71.0,70.9,67.85
CL,2,1,1,97,99,63.0,63.0,57.7,58.0,59.5,59.5,56.0,56.150000000000006
ACL,2,1,1,98,99,53.0,53.0,48.6,49.4,44.0,43.0,41.650000000000006,44.6
