best_run_max,best_run_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
0,0,87.0,77.0,78.8,63.2,84.5,64.5,77.94999999999999,50.7
