num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
10,1,3,189,999,99.0,92.0,94.7,85.7,96.3,92.1,89.75,88.20000000000002
