type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,4,3,298,599,92.0,82.0,79.60000000000001,77.4,81.6,74.8,74.54999999999998,73.29
RAND,10,9,3,508,599,90.0,86.0,83.60000000000001,80.2,80.0,72.4,72.09,72.27
PCL,10,7,2,541,599,82.0,78.0,74.2,64.8,76.2,71.2,68.31,67.2
PACL,10,0,0,464,599,80.0,78.0,69.7,78.3,74.4,71.2,69.87,70.1
