type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,10,9,4,30,599,84.0,82.0,77.8,76.0,77.0,73.0,74.39999999999999,73.61
RAND,10,9,5,313,599,90.0,84.0,83.2,72.8,80.0,73.2,75.24000000000001,72.96000000000001
CL,10,3,3,586,599,88.0,88.0,85.4,87.4,74.6,74.0,73.97999999999999,74.89
ACL,10,1,1,534,599,100.0,92.0,97.4,93.5,93.4,86.0,86.66999999999999,84.28999999999999
SPCL,10,2,2,592,599,84.0,84.0,81.7,81.8,75.2,72.4,73.94,74.71000000000001
SPACL,10,0,5,132,599,100.0,94.0,92.8,86.7,98.2,78.2,89.67,78.58000000000001
