num_iters,num_runs,cv_types,with_val,nqubits,with_bias,optimizer,loss_type,batch_size,train_size,val_size,cv_ratios,uniform_train,uniform_val,epsilon_train,epsilon_val,num_cpus_gs_train,num_cpus_gs_val,max_weight_init,stepsize
1000,5,"['NCV', 'CV', 'ACV', 'SCV', 'SACV']",True,4,False,Adam,cross-entropy,100,100,1000,"[0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",True,True,True,False,0,0,6.283185307179586,0.01
