type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_frob_norm_min,best_frob_norm_last,avg_frob_norm_min,avg_frob_norm_last
NCL,2,0,0,0,6,2.7247003000139527,2.734188112638031,2.6837264653106367,2.688470371622676
CL,2,1,1,0,6,3.081714987109548,3.1000828426412785,2.953986364258,2.9795935469946846
ACL,2,0,0,6,6,3.433185856070115,3.433185856070115,3.016486964965945,3.016486964965945
SPCL,2,1,1,0,6,2.65102333714012,2.691880998737956,2.5682216936204334,2.638118386819801
SPACL,2,0,0,0,6,2.919109862352336,2.9294256020604603,2.622174301708418,2.6723167341905594
