num_iters,num_runs,cl_types,device,nqubits,layers,optimizer,loss_type,dist_type,initialization,batch_size,train_size,cl_batch_ratios,cl_iter_ratios,max_weight_init,stepsize,key
7,1,['NCL'],default.qubit,2,1,Adam,fidelity,fro,gaussian,2,2,"[0.3, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2]",6.283185307179586,0.01,2024-02-04 14-15-04
