type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_uni_dist_min,best_uni_dist_last,avg_uni_dist_min,avg_uni_dist_last
NCL,10,1,1,0,1999,11.256914292308805,11.88080215253572,11.022524559167412,11.424748143878606
CL,10,4,5,1251,1999,11.139728771488103,11.421406034495872,10.949165869817534,11.207975682409709
ACL,10,3,4,646,1999,11.171368944043868,12.208365761784757,10.979322621283604,11.513901481447213
