type_cl,num_runs,best_run_min,best_run_last,best_it_min,best_it_last,best_frob_norm_min,best_frob_norm_last,avg_frob_norm_min,avg_frob_norm_last
NCL,10,2,4,5,1999,11.145401002040126,11.427378633336644,11.043587086133062,11.24861973413849
CL,10,4,4,657,1999,11.258507839807104,11.444963553357654,11.042185533493488,11.29554653007336
ACL,10,2,9,133,1999,11.254073521511122,11.498148048806218,11.04044338557412,11.34029712265882
SPCL,10,0,6,28,1999,11.239336939120854,11.485122188938044,11.083444782051332,11.251738404101264
SPACL,10,5,5,31,1999,11.275874268551611,11.714869922435671,11.113438304798192,11.282407603075056
