type_cl,num_runs,best_run_max,best_run_last,best_it_max,best_it_last,best_acc_train_max,best_acc_train_last,best_acc_val_max,best_acc_val_last,avg_acc_train_max,avg_acc_train_last,avg_acc_val_max,avg_acc_val_last
NCL,1,0,0,9,9,70.0,70.0,51.0,51.0,70.0,70.0,51.0,51.0
CL,1,0,0,3,9,30.0,30.0,32.0,31.0,30.0,30.0,32.0,31.0
ACL,1,0,0,9,9,30.0,30.0,18.0,18.0,30.0,30.0,18.0,18.0
SPCL,1,0,0,3,9,40.0,30.0,34.0,36.0,40.0,30.0,34.0,36.0
SPACL,1,0,0,7,9,70.0,70.0,54.0,46.0,70.0,70.0,54.0,46.0
